#       # k              E            BS weight       TS weight
      0.3276477     -2.7797745       0.8247666       0.0000000
      0.3481256     -2.7805720       0.8298483       0.0000000
      0.3686036     -2.7813271       0.8394753       0.0000000
      0.3890816     -2.7820258       0.8526586       0.0000000
      0.4095596     -2.7826529       0.8680566       0.0000000
      0.4300376     -2.7831930       0.8840599       0.0000000
      0.4505155     -2.7836315       0.8989334       0.0000000
      0.4709935     -2.7839552       0.9110039       0.0000000
      0.4914715     -2.7841538       0.9188713       0.0000000
      0.5119495     -2.7842208       0.9216030       0.0000000
      0.5119495     -2.7842208       0.9216030       0.0000000
      0.5370086     -2.7841528       0.9089988       0.0000000
      0.5620676     -2.7839501       0.8713089       0.0000000
      0.5871267     -2.7836168       0.8089282       0.0000000
      0.6121858     -2.7831597       0.7226053       0.0000000
      0.6372448     -2.7825883       0.6136147       0.0000004
      0.6623039     -2.7819150       0.4848224       0.0000087
      0.6873630     -2.7811564       0.3478167       0.0000826
      0.7124221     -2.7803373       0.2319343       0.0003518
      0.7374811     -2.7794889       0.1568183       0.0008494
      0.7625402     -2.7786383       0.1139630       0.0014908
      0.7875993     -2.7778043       0.0895018       0.0022007
      0.8126583     -2.7770002       0.0749183       0.0029300
      0.8377174     -2.7762360       0.0658555       0.0036380
      0.8627765     -2.7755199       0.0600889       0.0042859
      0.8878356     -2.7748586       0.0564291       0.0048382
      0.9128946     -2.7742574       0.0542040       0.0052669
      0.9379537     -2.7737202       0.0530107       0.0055560
      0.9630128     -2.7732495       0.0525892       0.0057036
      0.9880718     -2.7728465       0.0527526       0.0057236
      1.0131309     -2.7725111       0.0533431       0.0056432
      1.0381900     -2.7722419       0.0542041       0.0054989
      1.0632491     -2.7720365       0.0551642       0.0053315
      1.0883081     -2.7718925       0.0560393       0.0051795
      1.1133672     -2.7718073       0.0566529       0.0050747
      1.1384263     -2.7717791       0.0568737       0.0050374
      1.1384263     -2.7717791       0.0568737       0.0050374
      1.1589042     -2.7717108       0.0561236       0.0050485
      1.1793822     -2.7715080       0.0539948       0.0050756
      1.1998602     -2.7711767       0.0508086       0.0051027
      1.2203382     -2.7707259       0.0469795       0.0051092
      1.2408162     -2.7701676       0.0429044       0.0050770
      1.2612941     -2.7695155       0.0388910       0.0049956
      1.2817721     -2.7687838       0.0351359       0.0048639
      1.3022501     -2.7679874       0.0317379       0.0046893
      1.3227281     -2.7671406       0.0287259       0.0044846
      1.3432061     -2.7662571       0.0260863       0.0042641
      1.3636840     -2.7653500       0.0237840       0.0040416
      1.3841620     -2.7644317       0.0217771       0.0038282
      1.4046400     -2.7635141       0.0200251       0.0036321
      1.4251180     -2.7626089       0.0184927       0.0034581
      1.4455960     -2.7617274       0.0171516       0.0033089
      1.4660739     -2.7608812       0.0159802       0.0031849
      1.4865519     -2.7600819       0.0149624       0.0030849
      1.5070299     -2.7593413       0.0140864       0.0030069
      1.5275079     -2.7586707       0.0133434       0.0029481
      1.5479859     -2.7580811       0.0127265       0.0029054
      1.5684638     -2.7575829       0.0122298       0.0028758
      1.5889418     -2.7571852       0.0118488       0.0028563
      1.6094198     -2.7568953       0.0115794       0.0028444
      1.6298978     -2.7567191       0.0114190       0.0028380
      1.6503757     -2.7566599       0.0113658       0.0028360
      1.6503757     -2.7566599       0.0113658       0.0028360
      1.6754348     -2.7566942       0.0113811       0.0028126
      1.7004939     -2.7567966       0.0114275       0.0027437
      1.7255530     -2.7569666       0.0115063       0.0026334
      1.7506120     -2.7572028       0.0116198       0.0024877
      1.7756711     -2.7575036       0.0117717       0.0023142
      1.8007302     -2.7578669       0.0119666       0.0021209
      1.8257892     -2.7582902       0.0122116       0.0019159
      1.8508483     -2.7587705       0.0125157       0.0017065
      1.8759074     -2.7593047       0.0128922       0.0014992
      1.9009665     -2.7598891       0.0133595       0.0012990
      1.9260255     -2.7605195       0.0139444       0.0011098
      1.9510846     -2.7611916       0.0146873       0.0009347
      1.9761437     -2.7619004       0.0156507       0.0007753
      2.0012027     -2.7626403       0.0169367       0.0006327
      2.0262618     -2.7634054       0.0187216       0.0005072
      2.0513209     -2.7641887       0.0213347       0.0003983
      2.0763800     -2.7649830       0.0254580       0.0003051
      2.1014390     -2.7657799       0.0327219       0.0002253
      2.1264981     -2.7665699       0.0479089       0.0001552
      2.1515572     -2.7673404       0.0897212       0.0000872
      2.1766162     -2.7680643       0.2424458       0.0000192
      2.2016753     -2.7686710       0.5482131       0.0000002
      2.2267344     -2.7691095       0.7876747       0.0000000
      2.2517935     -2.7693733       0.9281174       0.0000000
      2.2768525     -2.7694614       0.9743454       0.0000000
      2.2768525     -2.7694614       0.9743454       0.0000000
      2.3092146     -2.7694410       0.9364118       0.0000000
      2.3415767     -2.7693857       0.8308568       0.0000000
      2.3739388     -2.7693105       0.6780266       0.0000000
      2.4063009     -2.7692344       0.5017636       0.0000004
      2.4386630     -2.7691760       0.3314168       0.0000068
      2.4710251     -2.7691555       0.2110046       0.0000287
      2.5033871     -2.7691907       0.1480859       0.0000597
      2.5357492     -2.7692904       0.1182715       0.0000914
      2.5681113     -2.7694563       0.1048304       0.0001213
      2.6004734     -2.7696848       0.1002303       0.0001481
      2.6328355     -2.7699672       0.1010267       0.0001713
      2.6651976     -2.7702895       0.1051650       0.0001917
      2.6975597     -2.7706320       0.1106694       0.0002126
      2.7299217     -2.7709706       0.1151064       0.0002412
      2.7622838     -2.7712803       0.1159469       0.0002892
      2.7946459     -2.7715390       0.1117576       0.0003746
      2.8270080     -2.7717321       0.1031731       0.0005225
      2.8593701     -2.7718554       0.0924543       0.0007661
      2.8917322     -2.7719147       0.0819910       0.0011438
      2.9240943     -2.7719235       0.0732274       0.0016898
      2.9564564     -2.7718991       0.0666022       0.0024145
      2.9888184     -2.7718590       0.0619768       0.0032724
      3.0211805     -2.7718186       0.0590151       0.0041329
      3.0535426     -2.7717896       0.0573892       0.0047894
      3.0859047     -2.7717791       0.0568737       0.0050374
 
      0.0000000     -2.7569969       0.0000000       0.9998391
      0.0204780     -2.7570941       0.0000000       0.9998529
      0.0409560     -2.7573837       0.0000000       0.9998910
      0.0614339     -2.7578598       0.0000000       0.9999432
      0.0819119     -2.7585130       0.0000000       0.9999900
      0.1023899     -2.7593302       0.0000000       1.0000000
      0.1228679     -2.7602955       0.0000000       0.9999283
      0.1433459     -2.7613902       0.0000000       0.9997167
      0.1638238     -2.7625939       0.0000000       0.9992971
      0.1843018     -2.7638844       0.0000000       0.9985992
      0.2047798     -2.7652388       0.0000000       0.9975626
      0.2252578     -2.7666342       0.0000000       0.9961515
      0.2457358     -2.7680478       0.0000000       0.9943707
      0.2662137     -2.7694575       0.0000000       0.9922793
      0.2866917     -2.7708426       0.0000000       0.9899971
      0.3071697     -2.7721835       0.0000000       0.9877016
      0.3276477     -2.7734619       0.0000000       0.9856102
      0.3481256     -2.7746608       0.0000000       0.9839478
      0.3686036     -2.7757643       0.0000000       0.9829039
      0.3890816     -2.7767574       0.0000000       0.9825858
      0.4095596     -2.7776260       0.0000000       0.9829814
      0.4300376     -2.7783573       0.0000000       0.9839447
      0.4505155     -2.7789397       0.0000000       0.9852130
      0.4709935     -2.7793633       0.0000000       0.9864581
      0.4914715     -2.7796206       0.0000000       0.9873611
      0.5119495     -2.7797069       0.0000000       0.9876902
      0.5119495     -2.7797069       0.0000000       0.9876902
      0.5370086     -2.7796578       0.0000000       0.9854331
      0.5620676     -2.7795117       0.0000000       0.9787674
      0.5871267     -2.7792724       0.0000000       0.9680006
      0.6121858     -2.7789460       0.0000000       0.9536168
      0.6372448     -2.7785406       0.0000000       0.9362379
      0.6623039     -2.7780661       0.0000000       0.9165771
      0.6873630     -2.7775335       0.0000000       0.8953908
      0.7124221     -2.7769549       0.0000000       0.8734341
      0.7374811     -2.7763427       0.0000000       0.8514221
      0.7625402     -2.7757094       0.0000000       0.8300018
      0.7875993     -2.7750674       0.0000000       0.8097323
      0.8126583     -2.7744284       0.0000000       0.7910733
      0.8377174     -2.7738034       0.0000000       0.7743801
      0.8627765     -2.7732023       0.0000000       0.7599016
      0.8878356     -2.7726340       0.0000000       0.7477810
      0.9128946     -2.7721060       0.0000000       0.7380561
      0.9379537     -2.7716244       0.0000000       0.7306600
      0.9630128     -2.7711941       0.0000000       0.7254244
      0.9880718     -2.7708184       0.0000000       0.7220855
      1.0131309     -2.7704996       0.0000000       0.7202985
      1.0381900     -2.7702389       0.0000000       0.7196610
      1.0632491     -2.7700365       0.0000000       0.7197478
      1.0883081     -2.7698924       0.0000000       0.7201550
      1.1133672     -2.7698062       0.0000000       0.7205478
      1.1384263     -2.7697775       0.0000000       0.7207047
      1.1384263     -2.7697775       0.0000000       0.7207047
      1.1589042     -2.7696994       0.0000000       0.7215576
      1.1793822     -2.7694672       0.0000000       0.7241057
      1.1998602     -2.7690870       0.0000000       0.7283093
      1.2203382     -2.7685682       0.0000000       0.7340817
      1.2408162     -2.7679233       0.0000000       0.7412707
      1.2612941     -2.7671668       0.0000000       0.7496503
      1.2817721     -2.7663151       0.0000000       0.7589288
      1.3022501     -2.7653848       0.0000000       0.7687700
      1.3227281     -2.7643936       0.0000000       0.7788223
      1.3432061     -2.7633585       0.0000000       0.7887495
      1.3636840     -2.7622967       0.0000000       0.7982545
