# Omega(k)/|Omega(k)|, Omega(k) comes from the 4,5,6 columns of Berrycurvature.dat.
#col     1           2           3           4           5           6
  # kx (1/A)    ky (1/A)    kz (1/A)     Omega_x     Omega_y     Omega_z
    0.235956   -0.026735    0.103324   -0.393309   -0.787286    0.474856
    0.235956   -0.021388    0.103324   -0.457260   -0.757462    0.466010
    0.235956   -0.016041    0.103324   -0.523861   -0.711080    0.468972
    0.235956   -0.010694    0.103324   -0.602073   -0.661763    0.446742
    0.235956   -0.005347    0.103324   -0.679957   -0.669410    0.299247
    0.235956    0.000000    0.103324   -0.000026   -0.000007   -0.000018
    0.235956    0.005347    0.103324   -0.000017    0.000076    0.000012
    0.235956    0.010694    0.103324   -0.000019    0.000071    0.000032
    0.235956    0.016041    0.103324   -0.000013    0.000049    0.000024
    0.235956    0.021388    0.103324   -0.000012    0.000028    0.000012
    0.235956    0.026735    0.103324   -0.000014    0.000013    0.000002
    0.235956    0.032082    0.103324   -0.000015    0.000003   -0.000006
    0.235956    0.037429    0.103324   -0.000014   -0.000001   -0.000012
    0.235956    0.042776    0.103324   -0.000011   -0.000002   -0.000015
    0.235956    0.048123    0.103324   -0.000006    0.000000   -0.000016
    0.235956    0.053471    0.103324   -0.000000    0.000004   -0.000014
    0.235956    0.058818    0.103324    0.000003    0.000009   -0.000014
    0.235956    0.064165    0.103324   -0.000001    0.000016   -0.000019
    0.235956    0.069512    0.103324   -0.000015    0.000024   -0.000029
    0.235956    0.074859    0.103324   -0.000027    0.000032   -0.000023
    0.235956    0.080206    0.103324   -0.000010    0.000045    0.000030
    0.235956    0.085553    0.103324    0.546017    0.298037    0.782969
    0.235956    0.090900    0.103324    0.552634    0.507653    0.660972
    0.235956    0.096247    0.103324    0.000029    0.000038    0.000029
    0.235956    0.101594    0.103324    0.000011    0.000005    0.000003
    0.235956    0.106941    0.103324    0.000007   -0.000006   -0.000004
    0.235956    0.112288    0.103324    0.000005   -0.000010   -0.000006
    0.235956    0.117635    0.103324    0.000003   -0.000012   -0.000007
    0.235956    0.122982    0.103324    0.000002   -0.000012   -0.000006
    0.235956    0.128329    0.103324    0.000009   -0.000007   -0.000001
    0.235956    0.133676    0.103324    0.000059    0.000010    0.000026
    0.235956    0.139023    0.103324    0.878649    0.105336    0.465704
    0.235956    0.144370    0.103324   -0.000042   -0.000045   -0.000009
    0.235956    0.149717    0.103324   -0.729488   -0.593159   -0.340600
    0.235956    0.155065    0.103324   -0.997083    0.062087   -0.044396
    0.235956    0.160412    0.103324   -0.808187   -0.578052    0.112650
    0.235956    0.165759    0.103324    0.119480   -0.545800    0.829353
    0.235956    0.171106    0.103324   -0.950529    0.225156   -0.214009
    0.235956    0.176453    0.103324   -0.947495    0.037646   -0.317547
    0.235956    0.181800    0.103324   -0.912990   -0.224032   -0.340969
    0.235956    0.187147    0.103324   -0.760529   -0.562017   -0.325165
    0.235956    0.192494    0.103324   -0.000029   -0.000069   -0.000019
    0.235956    0.197841    0.103324    0.000023   -0.000074   -0.000004
    0.235956    0.203188    0.103324    0.866259   -0.469752    0.170082
    0.235956    0.208535    0.103324    0.958221    0.019584    0.285358
    0.235956    0.213882    0.103324    0.940822    0.092956    0.325903
    0.235956    0.219229    0.103324    0.945728   -0.180004    0.270550
    0.235956    0.224576    0.103324    0.631876   -0.774649    0.025519
    0.235956    0.229923    0.103324    0.731654   -0.681644    0.006660
    0.235956    0.235270    0.103324    0.990701   -0.099574    0.092712
    0.235956    0.240617    0.103324    0.475752    0.826296    0.301487
    0.235956    0.245964    0.103324    0.247992    0.839774    0.482990
    0.235956    0.251311    0.103324    0.000031    0.000019    0.000039
    0.235956    0.256659    0.103324    0.000049   -0.000022    0.000035
    0.235956    0.262006    0.103324    0.000065   -0.000046    0.000034
    0.235956    0.267353    0.103324    0.727458   -0.595079    0.341592
    0.235956    0.272700    0.103324    0.713713   -0.623887    0.318400
    0.235956    0.278047    0.103324    0.698607   -0.644830    0.310068
    0.235956    0.283394    0.103324    0.678026   -0.666546    0.309833
    0.235956    0.288741    0.103324    0.652707   -0.690974    0.310689
    0.235956    0.294088    0.103324    0.634499   -0.711023    0.303079
    0.235956    0.299435    0.103324    0.630748   -0.721194    0.286420
    0.235956    0.304782    0.103324    0.630826   -0.727557    0.269666
    0.235956    0.310129    0.103324    0.626808   -0.735549    0.257060
    0.235956    0.315476    0.103324    0.618665   -0.745561    0.247776
    0.235956    0.320823    0.103324    0.608024   -0.756675    0.240312
    0.235956    0.326170    0.103324    0.595937   -0.768260    0.233741
    0.235956    0.331517    0.103324   -0.830984   -0.000000   -0.556296
  
    0.240325   -0.331517    0.105237   -0.855656   -0.000000   -0.517545
    0.240325   -0.326170    0.105237   -0.579945    0.784450   -0.219779
    0.240325   -0.320823    0.105237   -0.567229    0.794867   -0.215493
    0.240325   -0.315476    0.105237   -0.554386    0.804572   -0.212887
    0.240325   -0.310129    0.105237   -0.542054    0.812641   -0.213991
    0.240325   -0.304782    0.105237   -0.530912    0.817835   -0.221987
    0.240325   -0.299435    0.105237   -0.519935    0.820500   -0.237587
    0.240325   -0.294088    0.105237   -0.503976    0.827127   -0.248733
    0.240325   -0.288741    0.105237   -0.479142    0.845600   -0.235338
    0.240325   -0.283394    0.105237   -0.450700    0.869719   -0.201142
    0.240325   -0.278047    0.105237   -0.424319    0.890362   -0.164952
    0.240325   -0.272700    0.105237   -0.399270    0.907387   -0.131271
    0.240325   -0.267353    0.105237   -0.372064    0.923721   -0.091149
    0.240325   -0.262006    0.105237   -0.335940    0.941731   -0.016953
    0.240325   -0.256659    0.105237   -0.235555    0.926804    0.292485
    0.240325   -0.251311    0.105237    0.331021   -0.759254    0.560320
    0.240325   -0.245964    0.105237    0.265484   -0.916069    0.300559
    0.240325   -0.240617    0.105237    0.094690   -0.974419    0.203819
    0.240325   -0.235270    0.105237   -0.509602    0.832045   -0.219104
    0.240325   -0.229923    0.105237   -0.308646    0.936612   -0.165820
    0.240325   -0.224576    0.105237   -0.239061    0.962103   -0.131178
    0.240325   -0.219229    0.105237   -0.406658    0.851751   -0.330379
    0.240325   -0.213882    0.105237   -0.946305    0.026944   -0.322150
    0.240325   -0.208535    0.105237   -0.275378    0.959271   -0.062974
    0.240325   -0.203188    0.105237   -0.038074    0.999152    0.015681
    0.240325   -0.197841    0.105237   -0.011175    0.998297    0.057262
    0.240325   -0.192494    0.105237   -0.011455    0.994954    0.099675
    0.240325   -0.187147    0.105237   -0.063743    0.988955    0.133806
    0.240325   -0.181800    0.105237   -0.291364    0.948188    0.126676
    0.240325   -0.176453    0.105237   -0.967458   -0.041974   -0.249525
    0.240325   -0.171106    0.105237   -0.601898   -0.566239   -0.563110
    0.240325   -0.165759    0.105237   -0.138461    0.818864   -0.557037
    0.240325   -0.160412    0.105237    0.110527    0.993484   -0.027800
    0.240325   -0.155065    0.105237    0.114090    0.990349   -0.078696
    0.240325   -0.149717    0.105237   -0.696250   -0.550887   -0.460173
    0.240325   -0.144370    0.105237    0.245506    0.914146    0.322590
    0.240325   -0.139023    0.105237    0.441471    0.820508    0.363140
    0.240325   -0.133676    0.105237    0.498338    0.850214   -0.169695
    0.240325   -0.128329    0.105237    0.000037    0.000074    0.000005
    0.240325   -0.122982    0.105237    0.000025    0.000048    0.000024
    0.240325   -0.117635    0.105237    0.000020    0.000032    0.000031
    0.240325   -0.112288    0.105237    0.000018    0.000019    0.000034
    0.240325   -0.106941    0.105237    0.000019    0.000009    0.000037
    0.240325   -0.101594    0.105237    0.000025   -0.000001    0.000043
    0.240325   -0.096247    0.105237    0.000048   -0.000012    0.000061
    0.240325   -0.090900    0.105237    0.710904   -0.118364    0.693257
    0.240325   -0.085553    0.105237    0.676570   -0.059995    0.733930
    0.240325   -0.080206    0.105237    0.325966   -0.225713    0.918041
    0.240325   -0.074859    0.105237    0.311979   -0.060930    0.948133
    0.240325   -0.069512    0.105237    0.354484    0.043750    0.934038
    0.240325   -0.064165    0.105237    0.271367   -0.110574    0.956103
    0.240325   -0.058818    0.105237    0.084593   -0.423004    0.902171
    0.240325   -0.053471    0.105237   -0.045907   -0.603537    0.796012
    0.240325   -0.048123    0.105237   -0.118295   -0.685448    0.718448
    0.240325   -0.042776    0.105237   -0.179498   -0.735537    0.653273
    0.240325   -0.037429    0.105237   -0.243892   -0.766942    0.593563
    0.240325   -0.032082    0.105237   -0.311087   -0.777727    0.546229
    0.240325   -0.026735    0.105237   -0.379159   -0.765997    0.519122
    0.240325   -0.021388    0.105237   -0.452459   -0.730468    0.511563
    0.240325   -0.016041    0.105237   -0.547572   -0.668241    0.503606
    0.240325   -0.010694    0.105237   -0.689900   -0.586609    0.424178
    0.240325   -0.005347    0.105237   -0.831413   -0.549625    0.081645
    0.240325    0.000000    0.105237   -0.519906   -0.045666   -0.853002
    0.240325    0.005347    0.105237   -0.653513    0.755038   -0.053279
    0.240325    0.010694    0.105237   -0.000044    0.000061    0.000035
    0.240325    0.016041    0.105237   -0.000018    0.000039    0.000026
    0.240325    0.021388    0.105237   -0.000010    0.000022    0.000013
    0.240325    0.026735    0.105237   -0.000010    0.000009    0.000002
    0.240325    0.032082    0.105237   -0.000012   -0.000001   -0.000008
    0.240325    0.037429    0.105237   -0.000013   -0.000007   -0.000016
    0.240325    0.042776    0.105237   -0.000011   -0.000009   -0.000022
    0.240325    0.048123    0.105237   -0.000006   -0.000007   -0.000026
    0.240325    0.053471    0.105237    0.000001   -0.000002   -0.000025
    0.240325    0.058818    0.105237    0.000006    0.000005   -0.000025
    0.240325    0.064165    0.105237    0.000003    0.000014   -0.000033
    0.240325    0.069512    0.105237   -0.000016    0.000023   -0.000051
    0.240325    0.074859    0.105237   -0.000019    0.000025   -0.000031
    0.240325    0.080206    0.105237    0.000045    0.000037    0.000069
    0.240325    0.085553    0.105237    0.574615    0.368803    0.730618
    0.240325    0.090900    0.105237    0.538218    0.550858    0.637869
    0.240325    0.096247    0.105237    0.000018    0.000014    0.000010
    0.240325    0.101594    0.105237    0.000010   -0.000002   -0.000004
    0.240325    0.106941    0.105237    0.000007   -0.000007   -0.000009
    0.240325    0.112288    0.105237    0.000006   -0.000009   -0.000011
    0.240325    0.117635    0.105237    0.000003   -0.000010   -0.000012
    0.240325    0.122982    0.105237    0.000000   -0.000008   -0.000012
    0.240325    0.128329    0.105237    0.000000   -0.000002   -0.000010
    0.240325    0.133676    0.105237    0.000033    0.000018    0.000009
    0.240325    0.139023    0.105237    0.867571    0.267975    0.418939
    0.240325    0.144370    0.105237   -0.993738   -0.103138   -0.042980
    0.240325    0.149717    0.105237   -0.803156    0.515944   -0.297895
    0.240325    0.155065    0.105237   -0.923399   -0.273704   -0.269110
    0.240325    0.160412    0.105237   -0.000003   -0.000034    0.000080
    0.240325    0.165759    0.105237   -0.360044    0.177591    0.915876
    0.240325    0.171106    0.105237   -0.968380    0.101528   -0.227886
    0.240325    0.176453    0.105237   -0.945818   -0.077041   -0.315426
    0.240325    0.181800    0.105237   -0.888122   -0.309636   -0.339654
    0.240325    0.187147    0.105237   -0.000066   -0.000053   -0.000030
    0.240325    0.192494    0.105237   -0.000020   -0.000048   -0.000015
    0.240325    0.197841    0.105237    0.000020   -0.000044   -0.000003
    0.240325    0.203188    0.105237    0.941973   -0.262592    0.209121
    0.240325    0.208535    0.105237    0.948569    0.092047    0.302895
    0.240325    0.213882    0.105237    0.933097    0.093779    0.347183
    0.240325    0.219229    0.105237    0.935511    0.075773    0.345076
    0.240325    0.224576    0.105237    0.594191   -0.801005    0.072999
    0.240325    0.229923    0.105237    0.490223   -0.871592   -0.002782
    0.240325    0.235270    0.105237    0.560849   -0.827621   -0.022172
    0.240325    0.240617    0.105237    0.862365   -0.506206    0.009042
    0.240325    0.245964    0.105237    0.153934    0.947085    0.281665
    0.240325    0.251311    0.105237    0.216367    0.789310    0.574609
    0.240325    0.256659    0.105237    0.000069   -0.000011    0.000066
    0.240325    0.262006    0.105237    0.730970   -0.505842    0.458046
    0.240325    0.267353    0.105237    0.712090   -0.600617    0.363575
    0.240325    0.272700    0.105237    0.700363   -0.635870    0.324286
    0.240325    0.278047    0.105237    0.689025   -0.655713    0.308681
    0.240325    0.283394    0.105237    0.673306   -0.673259    0.305583
    0.240325    0.288741    0.105237    0.653139   -0.692647    0.306021
    0.240325    0.294088    0.105237    0.638309   -0.709575    0.298436
    0.240325    0.299435    0.105237    0.635232   -0.719289    0.281254
    0.240325    0.304782    0.105237    0.635058   -0.725885    0.264183
    0.240325    0.310129    0.105237    0.631254   -0.733571    0.251777
    0.240325    0.315476    0.105237    0.623925   -0.742747    0.242989
    0.240325    0.320823    0.105237    0.614470   -0.752771    0.236143
    0.240325    0.326170    0.105237    0.603757   -0.763198    0.230231
    0.240325    0.331517    0.105237   -0.855642   -0.000000   -0.517567
  
    0.244695   -0.331517    0.107151   -0.883402   -0.000000   -0.468616
    0.244695   -0.326170    0.107151   -0.589190    0.778958   -0.214662
    0.244695   -0.320823    0.107151   -0.577674    0.788514   -0.211039
    0.244695   -0.315476    0.107151   -0.565871    0.797585   -0.208921
    0.244695   -0.310129    0.107151   -0.554269    0.805377   -0.210128
    0.244695   -0.304782    0.107151   -0.543400    0.810785   -0.217589
    0.244695   -0.299435    0.107151   -0.532356    0.814107   -0.232008
    0.244695   -0.294088    0.107151   -0.516633    0.821372   -0.241740
    0.244695   -0.288741    0.107151   -0.492832    0.839959   -0.227122
    0.244695   -0.283394    0.107151   -0.465459    0.863991   -0.192008
    0.244695   -0.278047    0.107151   -0.438676    0.885461   -0.153372
    0.244695   -0.272700    0.107151   -0.410350    0.905085   -0.111510
    0.244695   -0.267353    0.107151   -0.373441    0.926513   -0.045999
    0.244695   -0.262006    0.107151   -0.293926    0.944058    0.149537
    0.244695   -0.256659    0.107151    0.367968   -0.466638    0.804269
    0.244695   -0.251311    0.107151    0.312687   -0.886175    0.341936
    0.244695   -0.245964    0.107151    0.035380   -0.978163    0.204805
    0.244695   -0.240617    0.107151   -0.456249    0.860441   -0.226889
    0.244695   -0.235270    0.107151   -0.335424    0.920941   -0.198391
    0.244695   -0.229923    0.107151   -0.264208    0.953393   -0.145725
    0.244695   -0.224576    0.107151   -0.188427    0.979020   -0.077559
    0.244695   -0.219229    0.107151    0.127095   -0.987130    0.097063
    0.244695   -0.213882    0.107151   -0.861157   -0.374452   -0.343793
    0.244695   -0.208535    0.107151   -0.000001   -0.000014    0.000005
    0.244695   -0.203188    0.107151    0.000006    0.000089    0.000011
    0.244695   -0.197841    0.107151    0.052567    0.987410    0.149191
    0.244695   -0.192494    0.107151    0.031239    0.981553    0.188622
    0.244695   -0.187147    0.107151   -0.039242    0.973707    0.224397
    0.244695   -0.181800    0.107151   -0.285416    0.929147    0.234996
    0.244695   -0.176453    0.107151   -0.996503   -0.024898   -0.079768
    0.244695   -0.171106    0.107151   -0.601386   -0.697683   -0.389325
    0.244695   -0.165759    0.107151   -0.476047   -0.114970   -0.871872
    0.244695   -0.160412    0.107151    0.083625    0.989453   -0.118277
    0.244695   -0.155065    0.107151    0.036012    0.992158   -0.119693
    0.244695   -0.149717    0.107151   -0.284634    0.767493   -0.574402
    0.244695   -0.144370    0.107151    0.062227    0.719120    0.692094
    0.244695   -0.139023    0.107151    0.443864    0.856041    0.264913
    0.244695   -0.133676    0.107151    0.384649    0.918710   -0.089538
    0.244695   -0.128329    0.107151    0.000034    0.000092    0.000017
    0.244695   -0.122982    0.107151    0.000024    0.000060    0.000030
    0.244695   -0.117635    0.107151    0.000020    0.000041    0.000035
    0.244695   -0.112288    0.107151    0.000018    0.000028    0.000037
    0.244695   -0.106941    0.107151    0.000018    0.000017    0.000039
    0.244695   -0.101594    0.107151    0.000023    0.000007    0.000043
    0.244695   -0.096247    0.107151    0.000037   -0.000002    0.000055
    0.244695   -0.090900    0.107151    0.664385   -0.064105    0.744636
    0.244695   -0.085553    0.107151    0.686291   -0.022470    0.726980
    0.244695   -0.080206    0.107151    0.462571   -0.114540    0.879152
    0.244695   -0.074859    0.107151    0.327411   -0.041712    0.943961
    0.244695   -0.069512    0.107151    0.358191    0.068283    0.931148
    0.244695   -0.064165    0.107151    0.262847   -0.089390    0.960688
    0.244695   -0.058818    0.107151    0.060367   -0.405414    0.912138
    0.244695   -0.053471    0.107151   -0.053284   -0.565587    0.822965
    0.244695   -0.048123    0.107151   -0.114109   -0.645463    0.755219
    0.244695   -0.042776    0.107151   -0.170588   -0.702216    0.691225
    0.244695   -0.037429    0.107151   -0.231945   -0.739719    0.631678
    0.244695   -0.032082    0.107151   -0.295929   -0.753408    0.587199
    0.244695   -0.026735    0.107151   -0.361928   -0.741626    0.564801
    0.244695   -0.021388    0.107151   -0.438692   -0.702526    0.560363
    0.244695   -0.016041    0.107151   -0.553104   -0.628533    0.546829
    0.244695   -0.010694    0.107151   -0.742229   -0.512269    0.432060
    0.244695   -0.005347    0.107151   -0.906071   -0.420578    0.046356
    0.244695    0.000000    0.107151   -0.478937   -0.016959   -0.877685
    0.244695    0.005347    0.107151   -0.886557    0.458467    0.061848
    0.244695    0.010694    0.107151   -0.000063    0.000046    0.000044
    0.244695    0.016041    0.107151   -0.000017    0.000032    0.000029
    0.244695    0.021388    0.107151   -0.000004    0.000019    0.000014
    0.244695    0.026735    0.107151   -0.000004    0.000007    0.000002
    0.244695    0.032082    0.107151   -0.000007   -0.000004   -0.000010
    0.244695    0.037429    0.107151   -0.000010   -0.000012   -0.000021
    0.244695    0.042776    0.107151   -0.000009   -0.000016   -0.000032
    0.244695    0.048123    0.107151   -0.000005   -0.000014   -0.000040
    0.244695    0.053471    0.107151    0.000004   -0.000009   -0.000043
    0.244695    0.058818    0.107151    0.000012    0.000000   -0.000042
    0.244695    0.064165    0.107151    0.000010    0.000013   -0.000056
    0.244695    0.069512    0.107151   -0.000016    0.000024   -0.000090
    0.244695    0.074859    0.107151   -0.000007    0.000019   -0.000045
    0.244695    0.080206    0.107151    0.637772    0.354214    0.683944
    0.244695    0.085553    0.107151    0.563335    0.447171    0.694760
    0.244695    0.090900    0.107151    0.000027    0.000025    0.000024
    0.244695    0.096247    0.107151    0.000012    0.000002   -0.000003
    0.244695    0.101594    0.107151    0.000009   -0.000005   -0.000012
    0.244695    0.106941    0.107151    0.000008   -0.000007   -0.000015
    0.244695    0.112288    0.107151    0.000007   -0.000006   -0.000017
    0.244695    0.117635    0.107151    0.000004   -0.000004   -0.000018
    0.244695    0.122982    0.107151   -0.000001    0.000000   -0.000020
    0.244695    0.128329    0.107151   -0.000007    0.000010   -0.000020
    0.244695    0.133676    0.107151    0.000003    0.000035   -0.000010
    0.244695    0.139023    0.107151    0.680238    0.663006    0.312569
    0.244695    0.144370    0.107151   -0.809004    0.553236   -0.198600
    0.244695    0.149717    0.107151   -0.853499    0.227337   -0.468890
    0.244695    0.155065    0.107151   -0.933670    0.330928   -0.136918
    0.244695    0.160412    0.107151    0.462691    0.058962    0.884557
    0.244695    0.165759    0.107151   -0.914039    0.105968    0.391539
    0.244695    0.171106    0.107151   -0.969899   -0.051350   -0.238033
    0.244695    0.176453    0.107151   -0.928281   -0.199925   -0.313567
    0.244695    0.181800    0.107151   -0.851412   -0.399137   -0.340275
    0.244695    0.187147    0.107151   -0.000049   -0.000044   -0.000024
    0.244695    0.192494    0.107151   -0.000015   -0.000035   -0.000013
    0.244695    0.197841    0.107151    0.000018   -0.000025   -0.000002
    0.244695    0.203188    0.107151    0.000097   -0.000005    0.000023
    0.244695    0.208535    0.107151    0.936276    0.162777    0.311274
    0.244695    0.213882    0.107151    0.928639    0.095731    0.358420
    0.244695    0.219229    0.107151    0.905166    0.194123    0.378142
    0.244695    0.224576    0.107151    0.760492   -0.619056    0.196011
    0.244695    0.229923    0.107151    0.458919   -0.888031    0.028178
    0.244695    0.235270    0.107151    0.430081   -0.902705   -0.012376
    0.244695    0.240617    0.107151    0.470161   -0.881549   -0.042652
    0.244695    0.245964    0.107151    0.673408   -0.736831   -0.060022
    0.244695    0.251311    0.107151   -0.036304    0.942029    0.333561
    0.244695    0.256659    0.107151    0.393119    0.485965    0.780574
    0.244695    0.262006    0.107151    0.707537   -0.412401    0.573862
    0.244695    0.267353    0.107151    0.695627   -0.597815    0.398397
    0.244695    0.272700    0.107151    0.685972   -0.647277    0.332377
    0.244695    0.278047    0.107151    0.678506   -0.667867    0.305914
    0.244695    0.283394    0.107151    0.667743   -0.681989    0.298345
    0.244695    0.288741    0.107151    0.652786   -0.696604    0.297680
    0.244695    0.294088    0.107151    0.641386   -0.710248    0.290126
    0.244695    0.299435    0.107151    0.639032   -0.719213    0.272711
    0.244695    0.304782    0.107151    0.638650   -0.725831    0.255528
    0.244695    0.310129    0.107151    0.635051   -0.733121    0.243400
    0.244695    0.315476    0.107151    0.628444   -0.741467    0.235129
    0.244695    0.320823    0.107151    0.620018   -0.750452    0.228911
    0.244695    0.326170    0.107151    0.610490   -0.759782    0.223682
    0.244695    0.331517    0.107151   -0.883402   -0.000000   -0.468616
  
    0.249064   -0.331517    0.109064   -0.909963   -0.000000   -0.414690
    0.249064   -0.326170    0.109064   -0.596880    0.775773   -0.204720
    0.249064   -0.320823    0.109064   -0.586254    0.784525   -0.202055
    0.249064   -0.315476    0.109064   -0.575236    0.792956   -0.200810
    0.249064   -0.310129    0.109064   -0.564181    0.800412   -0.202585
    0.249064   -0.304782    0.109064   -0.553480    0.805956   -0.209990
    0.249064   -0.299435    0.109064   -0.542329    0.809869   -0.223588
    0.249064   -0.294088    0.109064   -0.526907    0.817591   -0.232196
    0.249064   -0.288741    0.109064   -0.504376    0.835783   -0.216961
    0.249064   -0.283394    0.109064   -0.478399    0.859129   -0.181747
    0.249064   -0.278047    0.109064   -0.451532    0.881063   -0.140877
    0.249064   -0.272700    0.109064   -0.419760    0.903313   -0.088475
    0.249064   -0.267353    0.109064   -0.367351    0.929816    0.022250
    0.249064   -0.262006    0.109064   -0.041469    0.704217    0.708772
    0.249064   -0.256659    0.109064    0.373926   -0.819491    0.434296
    0.249064   -0.251311    0.109064    0.057141   -0.969813    0.237060
    0.249064   -0.245964    0.109064   -0.458635    0.858317   -0.230098
    0.249064   -0.240617    0.109064   -0.378021    0.899822   -0.217761
    0.249064   -0.235270    0.109064   -0.333476    0.903826   -0.268129
    0.249064   -0.229923    0.109064   -0.249726    0.955846   -0.154905
    0.249064   -0.224576    0.109064   -0.041715    0.993065    0.109916
    0.249064   -0.219229    0.109064    0.160412   -0.973895    0.160614
    0.249064   -0.213882    0.109064   -0.681675   -0.631544   -0.369419
    0.249064   -0.208535    0.109064    0.000013   -0.000096    0.000010
    0.249064   -0.203188    0.109064    0.000012    0.000026    0.000015
    0.249064   -0.197841    0.109064    0.000010    0.000053    0.000018
    0.249064   -0.192494    0.109064    0.000007    0.000066    0.000022
    0.249064   -0.187147    0.109064    0.000001    0.000077    0.000028
    0.249064   -0.181800    0.109064   -0.000019    0.000077    0.000031
    0.249064   -0.176453    0.109064   -0.000089    0.000010    0.000013
    0.249064   -0.171106    0.109064   -0.628728   -0.725751   -0.279261
    0.249064   -0.165759    0.109064   -0.488372   -0.654985   -0.576617
    0.249064   -0.160412    0.109064    0.024629    0.944752   -0.326859
    0.249064   -0.155065    0.109064    0.017700    0.992633   -0.119857
    0.249064   -0.149717    0.109064   -0.107128    0.989952   -0.092299
    0.249064   -0.144370    0.109064   -0.444895   -0.176317    0.878055
    0.249064   -0.139023    0.109064    0.375519    0.893589    0.245936
    0.249064   -0.133676    0.109064    0.282179    0.956900    0.068687
    0.249064   -0.128329    0.109064    0.258253    0.931078    0.257678
    0.249064   -0.122982    0.109064    0.000024    0.000078    0.000037
    0.249064   -0.117635    0.109064    0.000021    0.000057    0.000039
    0.249064   -0.112288    0.109064    0.000019    0.000042    0.000040
    0.249064   -0.106941    0.109064    0.000019    0.000029    0.000043
    0.249064   -0.101594    0.109064    0.000022    0.000017    0.000047
    0.249064   -0.096247    0.109064    0.000030    0.000006    0.000056
    0.249064   -0.090900    0.109064    0.000055   -0.000002    0.000076
    0.249064   -0.085553    0.109064    0.642158   -0.022468    0.766243
    0.249064   -0.080206    0.109064    0.496510   -0.080119    0.864325
    0.249064   -0.074859    0.109064    0.325398   -0.046723    0.944422
    0.249064   -0.069512    0.109064    0.350975    0.071314    0.933665
    0.249064   -0.064165    0.109064    0.234418   -0.091787    0.967793
    0.249064   -0.058818    0.109064    0.020391   -0.387691    0.921564
    0.249064   -0.053471    0.109064   -0.068913   -0.520481    0.851088
    0.249064   -0.048123    0.109064   -0.119172   -0.603413    0.788474
    0.249064   -0.042776    0.109064   -0.170886   -0.669687    0.722715
    0.249064   -0.037429    0.109064   -0.226731   -0.712928    0.663571
    0.249064   -0.032082    0.109064   -0.283444   -0.728181    0.624029
    0.249064   -0.026735    0.109064   -0.342324   -0.716113    0.608273
    0.249064   -0.021388    0.109064   -0.415623   -0.675733    0.608804
    0.249064   -0.016041    0.109064   -0.537986   -0.596403    0.595714
    0.249064   -0.010694    0.109064   -0.756955   -0.455501    0.468549
    0.249064   -0.005347    0.109064   -0.942290   -0.315090    0.113171
    0.249064    0.000000    0.109064   -0.466575   -0.006162   -0.884460
    0.249064    0.005347    0.109064   -0.959756    0.167863    0.225144
    0.249064    0.010694    0.109064   -0.000067    0.000029    0.000047
    0.249064    0.016041    0.109064   -0.000012    0.000026    0.000027
    0.249064    0.021388    0.109064    0.000004    0.000019    0.000013
    0.249064    0.026735    0.109064    0.000005    0.000009    0.000000
    0.249064    0.032082    0.109064    0.000002   -0.000003   -0.000012
    0.249064    0.037429    0.109064   -0.000003   -0.000014   -0.000027
    0.249064    0.042776    0.109064   -0.000005   -0.000022   -0.000046
    0.249064    0.048123    0.109064   -0.000001   -0.000024   -0.000064
    0.249064    0.053471    0.109064    0.000010   -0.000017   -0.000073
    0.249064    0.058818    0.109064    0.000023   -0.000005   -0.000072
    0.249064    0.064165    0.109064    0.000021    0.000012   -0.000092
    0.249064    0.069512    0.109064   -0.137954    0.168889   -0.975933
    0.249064    0.074859    0.109064   -0.000002    0.000012   -0.000072
    0.249064    0.080206    0.109064    0.000049    0.000026    0.000036
    0.249064    0.085553    0.109064    0.000034    0.000027    0.000033
    0.249064    0.090900    0.109064    0.000014    0.000005   -0.000002
    0.249064    0.096247    0.109064    0.000009   -0.000004   -0.000016
    0.249064    0.101594    0.109064    0.000008   -0.000004   -0.000021
    0.249064    0.106941    0.109064    0.000009   -0.000001   -0.000024
    0.249064    0.112288    0.109064    0.000009    0.000004   -0.000025
    0.249064    0.117635    0.109064    0.000007    0.000009   -0.000026
    0.249064    0.122982    0.109064    0.000000    0.000017   -0.000029
    0.249064    0.128329    0.109064   -0.000012    0.000031   -0.000033
    0.249064    0.133676    0.109064   -0.000029    0.000069   -0.000034
    0.249064    0.139023    0.109064   -0.088176    0.992682   -0.082512
    0.249064    0.144370    0.109064   -0.657790    0.654831   -0.372168
    0.249064    0.149717    0.109064   -0.749034    0.538320   -0.386213
    0.249064    0.155065    0.109064   -0.642280    0.733949    0.220895
    0.249064    0.160412    0.109064    0.452509    0.133509    0.881709
    0.249064    0.165759    0.109064   -0.982595   -0.160112    0.094183
    0.249064    0.171106    0.109064   -0.947375   -0.204155   -0.246580
    0.249064    0.176453    0.109064   -0.891853   -0.323649   -0.315988
    0.249064    0.181800    0.109064   -0.804940   -0.480758   -0.347770
    0.249064    0.187147    0.109064   -0.000039   -0.000036   -0.000021
    0.249064    0.192494    0.109064   -0.000012   -0.000025   -0.000012
    0.249064    0.197841    0.109064    0.000016   -0.000012   -0.000002
    0.249064    0.203188    0.109064    0.000081    0.000014    0.000019
    0.249064    0.208535    0.109064    0.918232    0.242293    0.313280
    0.249064    0.213882    0.109064    0.924488    0.102643    0.367132
    0.249064    0.219229    0.109064    0.879699    0.257702    0.399649
